1,0.584720235
1,1.0359901
1,0.281573866
1,2.494006873
1,3.340244376
1,1.219271066
1,0.279137621
1,6.437870873
1,2.772139489
1,0.825778755
1,1.13282101
1,1.243728202
1,0.866021691
1,1.172105092
1,2.281520475
1,0.836631584
1,0.447702543
1,0.175775349
1,0.310638775
1,2.448805238
1,0.38250732
1,0.41598369
1,3.497011167
1,1.747453769
1,4.215320193
1,1.346604175
1,0.453024812
1,2.001648463
1,0.70929466
1,0.364727295
1,0.252892142
1,0.897990201
1,5.276341712
1,2.081607651
1,0.221992429
1,0.637068347
1,0.155398013
1,1.838425493
1,0.225465348
1,1.324703899
1,1.793251954
1,0.450367161
1,4.701181775
1,2.149192319
1,3.170358403
1,2.212828367
1,1.17012891
1,3.172675732
1,0.169980709
1,1.476649543
1,0.518815238
1,5.568696627
1,0.324495858
1,1.121284915
1,0.367543419
1,0.369449939
1,0.891990593
1,1.57434225
1,0.315052032
1,0.811595924
1,5.366341729
1,1.086351946
1,0.945111955
1,0.862316512
1,1.761807297
1,0.299034604
1,0.107160195
1,3.663789704
1,1.015981733
1,0.828260617
1,0.311683786
1,1.451215459
1,0.437359322
1,0.58879382
1,2.5908789
1,0.840915713
1,0.909507177
1,1.463031687
1,0.636703431
1,1.187615374
1,0.324449891
1,0.693565142
1,0.22565056
1,1.685457548
1,1.156105497
1,2.104608313
1,3.690166315
1,0.276603789
1,3.25413991
1,0.860758347
1,1.211997414
1,8.807495905
1,0.788325817
1,1.616083273
1,0.675486579
1,0.24355452
1,2.222789647
1,0.297137636
1,0.385606265
1,0.576765671
1,0.4095
1,7.187668054
1,0.352970835
1,0.200254295
1,0.574498879
1,0.703218564
1,0.690309997
1,0.62332217
1,0.199168206
1,4.037739989
1,1.071523503
1,4.73021086
1,1.499180608
1,6.260516164
1,11.26736723
1,0.366259971
1,0.235935211
1,0.358767144
1,4.123302893
1,0.770396819
1,0.358145121
1,0.416897015
1,6.428389774
1,0.286073142
1,0.185505028
1,1.188521008
1,0.921740064
1,0.674198001
1,8.727339299
1,1.585964742
1,3.379977015
1,3.445172618
1,1.525398928
1,1.081157576
1,0.786958814
1,0.331472727
1,0.346379249
1,0.237181887
1,0.395272981
1,0.588983394
1,1.152800678
1,1.378890852
1,1.200174747
1,3.524811667
1,1.247863751
1,1.012789819
1,0.925126642
1,4.111721222
1,0.288447981
1,0.614709499
1,1.36480967
1,2.03895846
1,2.314735694
